Length,Diameter,Height,Age,Shucked_Weight_Ratio
0.8375,0.6375,0.2,5,0.470238095
1.675,1.275,0.45,13,0.551190476
0.9375,0.6125,0.25,6,0.421319797
1.175,0.9375,0.2875,8,0.395076202
1.2125,0.9875,0.35,14,0.362986497
0.775,0.6,0.2625,6,0.409012132
1.3125,1.0125,0.4,12,0.403495441
1.1125,0.85,0.3,9,0.431284916
0.75,0.55,0.2,5,0.392561983
1.6375,1.45,0.5125,17,0.460946888
1.6125,1.3,0.4375,8,0.454196028
1.15,0.9125,0.2875,14,0.367892977
0.8125,0.6,0.1875,6,0.441176471
1.5,1.1875,0.3875,11,0.416430595
1.4625,1.175,0.4125,10,0.567778566
1.1375,0.8875,0.2,9,0.478982301
1.3125,0.9125,0.425,10,0.456012493
1.2375,0.9875,0.3375,8,0.479084451
1.875,1.525,0.5875,14,0.491130157
0.5875,0.4375,0.1375,6,0.402985075
1.3625,1.125,0.375,11,0.44002274
1.25,0.975,0.325,11,0.38787024
0.1875,0.1375,0.025,1,0.5
1.4,1.15,0.5875,12,0.396069089
0.925,0.6875,0.2,8,0.40969163
1.3375,1.1375,0.35,9,0.529206191
1.6375,1.3,0.4125,9,0.415750266
0.9875,0.7375,0.2875,12,0.381329114
1.4625,1.05,0.3625,9,0.429844098
1.025,0.8125,0.275,8,0.406441718
1.3125,1.0625,0.3125,8,0.496921182
1.5625,1.25,0.375,15,0.361490031
1.375,1.0625,0.3125,8,0.567946058
0.6,0.45,0.1375,4,0.423423423
1.4375,1.175,0.4125,16,0.342321219
1,0.7625,0.325,9,0.327086882
1.5625,1.1875,0.325,13,0.371727749
1.375,1.125,0.375,10,0.413714286
1.4625,1.05,0.3875,13,0.448958862
1.2625,1,0.4125,9,0.366941015
0.95,0.6875,0.275,6,0.4296875
0.6375,0.4625,0.15,6,0.421621622
1.325,1.0375,0.325,20,0.326409496
0.525,0.375,0.125,3,0.402597403
1.5,1.2,0.425,10,0.433238636
1.1125,0.8125,0.3125,9,0.392307692
1.1625,0.925,0.2875,7,0.488764045
1.3125,0.9375,0.3,9,0.482185273
0.575,0.425,0.125,5,0.456140351
1.4,1.1,0.35,10,0.487272727
1.3875,1.075,0.3875,10,0.423935091
1.0125,0.7625,0.2125,8,0.439539347
1.1,0.8875,0.2875,11,0.381927711
1.8,1.4125,0.5,12,0.48302066
1.4,1.1375,0.3875,11,0.426599749
1.425,1.125,0.3375,9,0.535294118
0.9,0.675,0.225,5,0.448275862
1.15,0.8875,0.35,10,0.421588595
1.3,1.0125,0.3125,12,0.375291375
1.6,1.2625,0.475,14,0.358963982
1.1375,0.875,0.35,10,0.426229508
1.375,1.0625,0.35,7,0.514180672
1.7125,1.375,0.5,11,0.458674189
0.9875,0.725,0.2375,7,0.432601881
1.6625,1.3375,0.4875,14,0.358343711
1.1,0.85,0.2625,10,0.324626866
1.4875,1.2,0.4125,17,0.383122029
0.8125,0.625,0.2,7,0.44092219
1.6375,1.35,0.5375,22,0.402657267
1.575,1.2125,0.3625,12,0.47693032
1.4625,1.125,0.3375,9,0.443859649
1.375,1.0625,0.4,20,0.29742268
0.4625,0.3375,0.1125,4,0.34375
1.225,0.95,0.325,12,0.424860853
1.7625,1.35,0.5125,9,0.470404098
1.4375,1.1375,0.4125,8,0.434256055
1.4125,1.2,0.4375,18,0.405956113
1.4625,1.175,0.425,20,0.361692448
1.6625,1.35,0.4375,17,0.367854491
1.375,1.075,0.375,9,0.472269868
1.45,1.1125,0.4,9,0.49796748
1.7625,1.3625,0.425,11,0.407278481
1.3,0.95,0.325,8,0.444340505
1.4125,1.075,0.3125,9,0.430099312
1.425,1.0875,0.3625,10,0.433462176
1.125,0.8875,0.275,8,0.423118866
0.8875,0.725,0.225,9,0.409160305
1.45,1.15,0.3375,8,0.434665227
0.425,0.3125,0.1375,6,0.382978723
1.5375,1.175,0.4125,10,0.395833333
1.5625,1.2375,0.4,13,0.513371151
1.175,0.875,0.325,11,0.395922747
1.6375,1.3,0.45,11,0.481568365
1.4125,1.075,0.325,9,0.445790816
1.4375,1.1,0.3125,9,0.534938344
1.6125,1.25,0.475,17,0.426362897
0.875,0.6625,0.225,7,0.441241685
1.1,0.875,0.3,9,0.38
1.55,1.2,0.3875,11,0.419753086
1.1,0.825,0.275,7,0.417004049
1.575,1.2875,0.4125,20,0.360946746
1.6,1.2375,0.4125,11,0.518745218
1.5625,1.25,0.4125,9,0.444875776
0.6375,0.4625,0.15,5,0.414772727
1.8,1.375,0.5125,10,0.510623557
1.5375,1.2,0.4,8,0.467065868
1.1875,0.9125,0.3125,9,0.419030192
1.425,1.15,0.3875,11,0.453773113
0.8375,0.55,0.175,6,0.447058824
1.475,1.175,0.425,11,0.394444444
0.8375,0.65,0.25,8,0.408854167
0.9625,0.7,0.225,5,0.449561404
1.5,1.175,0.4375,15,0.440271493
1.225,0.95,0.3125,10,0.446265938
1.6125,1.2125,0.5375,16,0.360634082
0.9875,0.7375,0.25,10,0.493554328
1.0375,0.7625,0.3,7,0.491071429
1.3,1.0625,0.425,10,0.41146216
1.125,0.8,0.25,9,0.447506562
1.65,1.2625,0.475,11,0.470976712
0.9375,0.7625,0.225,5,0.429892142
1.25,0.925,0.3,8,0.457300275
1.475,1.1875,0.4,19,0.403490217
1.525,0.9125,0.3875,9,0.453320948
1.65,1.325,0.425,13,0.391402715
0.65,0.5,0.175,6,0.402173913
1.4375,1.1125,0.3375,11,0.431483579
1.125,0.875,0.3625,13,0.325345622
1.3375,1.0125,0.4625,16,0.380467346
0.75,0.5375,0.125,4,0.405063291
1.575,1.2,0.375,8,0.439966059
1.2875,0.9875,0.3375,9,0.390503876
1.45,1.1375,0.3,10,0.446204006
1.4125,1.0875,0.4625,13,0.335201223
1.2125,0.925,0.325,6,0.47243346
1.375,0.95,0.4125,10,0.450622407
1.2875,1,0.3375,9,0.480345912
1.2,0.875,0.25,7,0.455684008
1.25,0.975,0.3375,6,0.476876422
1.625,1.2625,0.4125,11,0.421886514
1.45,1.2,0.45,8,0.395758303
1.4125,1.0875,0.375,8,0.585353535
1.4375,1.125,0.4,12,0.320716113
1.4,1.0625,0.3375,9,0.4527727
1.75,1.375,0.5,13,0.455022981
1.1875,0.925,0.3125,10,0.40610687
1.425,1.125,0.3875,10,0.429828236
1.5125,1.2625,0.45,11,0.508019526
1.45,1.125,0.4625,11,0.396283275
1.6375,1.35,0.4125,11,0.49572345
1.55,1.2375,0.425,11,0.350282486
1.6125,1.2875,0.375,10,0.424917492
0.9625,0.775,0.25,11,0.374340949
1.3375,1.025,0.325,9,0.468859342
1.525,1.175,0.4125,9,0.47338403
1.55,1.1625,0.3625,10,0.411635565
1.35,1.0625,0.4,9,0.388683236
1.4375,1.15,0.3625,7,0.468577174
1.475,1.175,0.4,8,0.397180763
1.7625,1.375,0.425,9,0.524610336
1.25,0.925,0.375,9,0.46537918
1.3,1.025,0.4,10,0.399578652
1.2375,0.975,0.3125,11,0.426746807
1.1,0.85,0.2625,8,0.35755814
1.325,1.0875,0.3375,12,0.44467074
1.125,0.8625,0.2625,7,0.437424058
1.3375,1.0125,0.35,7,0.491442543
1.6125,1.2375,0.4625,15,0.35252762
1.05,0.7875,0.275,8,0.460869565
1.7875,1.4125,0.4375,10,0.391549296
1.3125,1.0125,0.3125,10,0.4543379
1.775,1.4,0.55,11,0.457320099
1.675,1.2625,0.4375,10,0.43124692
1.4125,1.1125,0.3125,11,0.377483444
1.525,1.2375,0.4,11,0.43067034
1.5125,1.125,0.4125,13,0.29202454
0.8625,0.6625,0.225,10,0.377300613
2.0375,1.625,0.625,14,0.394900222
1.4625,1.15,0.3625,10,0.400472534
0.5875,0.4375,0.1,5,0.475177305
1.8,1.4375,0.4875,10,0.499651244
1.6625,1.3125,0.4,8,0.461482025
1.3625,1.05,0.3125,13,0.362237045
1.2125,0.925,0.2875,7,0.596546311
1.5875,1.275,0.525,15,0.408948686
1.7,1.2625,0.425,12,0.489021213
1.2,0.95,0.3125,8,0.543634908
1.2625,0.9625,0.275,9,0.486259542
1.25,1,0.3125,10,0.391011236
1.6375,1.2875,0.5,16,0.322651129
1.2625,0.975,0.4,9,0.38431677
1.075,0.875,0.275,10,0.412561576
1.2875,1,0.3125,7,0.444444444
1.6125,1.2125,0.3875,18,0.397246474
1.1625,0.975,0.275,13,0.285601888
1.025,0.8,0.2875,11,0.426356589
1.425,1.05,0.3875,13,0.374007937
0.85,0.6375,0.1875,6,0.413888889
1.0375,0.85,0.325,10,0.397278912
1.6125,1.275,0.4125,11,0.410192445
1.325,1.025,0.3125,9,0.44993498
1.4,1.0625,0.3125,9,0.387339056
1.575,1.2,0.375,11,0.519669552
1.3,0.975,0.35,19,0.329692833
1.45,1.125,0.4375,13,0.397940075
1.4875,1.2,0.5,15,0.367179487
1.525,1.15,0.4,10,0.494
1.3625,1.0125,0.3375,8,0.454163162
1.375,1.0375,0.45,9,0.430716431
0.925,0.725,0.2875,9,0.444
1.4875,1.2125,0.375,8,0.489616982
1.575,1.2625,0.45,11,0.473663522
1.525,1.2,0.425,10,0.401495163
1.325,1.0625,0.3875,9,0.388361796
0.875,0.6625,0.225,7,0.370558376
0.6875,0.5,0.2,5,0.373737374
1.25,0.9375,0.3125,7,0.454784899
1.3,0.9875,0.45,22,0.246875
1.25,0.9875,0.3,9,0.403165736
1.5,1.25,0.425,11,0.389823009
0.5875,0.4,0.1,5,0.385416667
1.3125,1,0.35,9,0.430222956
1.3,1.025,0.2875,11,0.341558442
0.875,0.6375,0.225,8,0.478991597
1.175,0.95,0.3625,8,0.406649616
1.5,1.1625,0.4125,9,0.479287091
0.8625,0.6375,0.25,9,0.360406091
1.4375,1.1,0.375,8,0.494404883
1.0625,0.85,0.2625,6,0.517994859
1.1375,0.8875,0.3375,13,0.393045311
1.325,1.075,0.4,9,0.443064182
1.65,1.2625,0.475,9,0.445354219
1.125,0.875,0.325,8,0.447897623
1.425,1.1625,0.45,16,0.405202601
1.8,1.475,0.5125,11,0.443269506
1.1875,0.925,0.3125,8,0.534668721
1.25,0.9375,0.35,9,0.424865832
1.575,1.225,0.425,11,0.453163517
1.1375,0.8875,0.325,11,0.388349515
1.625,1.2625,0.4375,10,0.422774327
1.6125,1.225,0.4,9,0.428057554
1.5875,1.2625,0.475,17,0.435974465
1.625,1.2125,0.35,8,0.404255319
1.775,1.425,0.4875,12,0.501136077
1.5125,1.2875,0.425,9,0.465477114
1.5625,1.225,0.4625,11,0.451240376
1.5625,1.25,0.4875,17,0.429145362
1.875,1.5375,0.5125,12,0.362712613
1.0875,0.8375,0.275,7,0.405688623
1.5375,1.1625,0.375,9,0.5
1.2625,0.9875,0.3375,12,0.486897718
1.45,1.1625,0.3625,11,0.496617813
1.7,1.425,0.5125,20,0.339305103
1.375,1.0625,0.375,10,0.494287432
1.2625,1,0.3125,13,0.355194805
1.1875,0.9,0.3,6,0.548605241
1.3125,1,0.325,8,0.50348567
1.475,1.1,0.35,9,0.474180735
1.425,1.1,0.3875,13,0.427867384
1.55,1.2125,0.45,12,0.427642981
1.45,1.1875,0.3375,14,0.422702703
1.5375,1.2625,0.475,8,0.478617249
1.35,1.1375,0.35,10,0.431069959
1.6,1.325,0.4125,11,0.400588483
1.55,1.2,0.4375,9,0.445939452
1.1375,0.925,0.275,8,0.464007782
1.05,0.8125,0.2875,15,0.346620451
1.2875,0.875,0.2625,10,0.448893572
1.125,0.825,0.2625,7,0.502018843
1.1375,0.875,0.325,9,0.455026455
1.2625,0.9625,0.2875,11,0.394480519
1.5125,1.2375,0.425,14,0.426322164
1.15,0.9,0.25,7,0.501618123
1.575,1.275,0.575,17,0.366146849
1.075,0.8125,0.25,7,0.432098765
1.425,1.0875,0.3125,9,0.427216955
1.125,0.8875,0.3,9,0.371681416
1.525,1.2,0.35,8,0.424345296
1.6125,1.375,0.4375,14,0.441347271
1.35,1.0625,0.325,10,0.410131853
1.4625,1.125,0.4375,11,0.436807095
1.675,1.3125,0.45,10,0.48179356
1.525,1.2125,0.425,11,0.46569741
1.5875,1.2625,0.3875,11,0.46064366
0.575,0.4125,0.15,4,0.368932039
1.625,1.3,0.4875,15,0.413484487
1,0.725,0.25,5,0.45046729
1.5625,1.2,0.3625,10,0.428110599
1.45,1.1625,0.3625,11,0.476431829
1.1875,0.95,0.35,7,0.459361393
1.8,1.4125,0.3625,8,0.582139848
1.7125,1.35,0.5375,14,0.390014684
1.4,1.075,0.3875,8,0.461095101
0.825,0.6375,0.2375,7,0.392
1.1,0.8375,0.275,9,0.398477157
1.4,1.0625,0.3375,9,0.54062666
1.5,1.1625,0.5,9,0.508737093
1.05,0.8125,0.2875,8,0.459039548
1.125,0.8875,0.3,19,0.277912621
1.275,0.9875,0.325,7,0.466390041
1.575,1.2375,0.4,12,0.454711802
1.9125,1.4625,0.45,12,0.470391993
1.475,1.1375,0.3625,8,0.48494826
1.525,1.175,0.4,9,0.439334638
0.7125,0.525,0.1375,5,0.410891089
0.6375,0.475,0.175,5,0.343558282
1.3625,1.0125,0.4375,18,0.26377551
1.35,1.0125,0.3125,9,0.54040404
1.65,1.2875,0.3875,10,0.489420742
1.775,1.3625,0.4375,11,0.457524908
0.9125,0.6875,0.2125,7,0.439461883
1.625,1.3125,0.475,11,0.436609426
1.5625,1.175,0.3625,11,0.482723577
1.6125,1.2625,0.4625,10,0.404647984
1.6625,1.3375,0.475,17,0.386029412
1.3875,1.0625,0.375,9,0.52978236
0.9875,0.8,0.25,8,0.484552846
1.75,1.3875,0.5,11,0.392895587
1.0875,0.875,0.275,13,0.372395833
1.4375,1.175,0.375,9,0.460398569
1.3875,1.05,0.3625,14,0.353651524
1.3125,0.9875,0.4125,19,0.364450128
1.5,1.175,0.3875,20,0.422297297
1.45,1.1875,0.375,11,0.396907216
1.5625,1.2875,0.425,9,0.430127724
1.2,0.9625,0.3625,6,0.45703125
1.5875,1.3375,0.475,14,0.463768116
1.4125,1.1375,0.375,9,0.475768629
1.6,1.35,0.4375,18,0.399108848
1.5625,1.225,0.4375,10,0.428142589
1.175,0.9,0.3375,10,0.332335329
1.425,1.125,0.45,9,0.442180617
0.8,0.6,0.225,5,0.444444444
0.5125,0.375,0.1625,4,0.5
1.45,1.1375,0.425,13,0.412121212
1.6,1.2875,0.45,10,0.439053729
1.6625,1.3375,0.3875,14,0.430947216
1.75,1.4375,0.425,14,0.388931298
0.95,0.7625,0.2375,8,0.445825933
0.4,0.275,0.0625,4,0.384615385
1.625,1.4125,0.5,12,0.452388105
1.2875,1.05,0.3375,13,0.473980309
0.9625,0.7375,0.2375,7,0.43880597
1.4625,1.05,0.3875,11,0.422630561
0.5875,0.4375,0.1625,6,0.333333333
0.675,0.475,0.15,5,0.449494949
1.375,1.075,0.3625,11,0.474350855
0.6,0.4625,0.175,6,0.363636364
1.8,1.4375,0.425,13,0.472200672
1.2625,0.8875,0.3125,8,0.415973378
1.45,1.1125,0.3125,9,0.427061311
1.4,1.125,0.4,10,0.419149976
0.5125,0.3875,0.1125,7,0.4
1.025,0.7875,0.275,10,0.390965732
1.3,0.9875,0.3125,10,0.441100602
1.5,1.15,0.425,11,0.386277001
1.1875,0.9,0.275,9,0.388583974
1.4875,1.125,0.375,11,0.526481149
1.5875,1.275,0.4625,12,0.409020218
1.45,1.075,0.3125,10,0.489303346
1.5125,1.2375,0.3625,12,0.350094877
1.5625,1.2125,0.4,11,0.456956522
1.3875,1.125,0.3625,11,0.43715847
1.725,1.375,0.5,12,0.437858509
1.3,1.0375,0.35,8,0.461237275
1.25,0.95,0.3375,9,0.495791246
1.575,1.1875,0.4375,14,0.291988756
1.175,0.925,0.275,8,0.450045005
1.0875,0.75,0.3,8,0.434199497
1.575,1.2,0.4125,10,0.436385256
1.475,1.1875,0.3875,13,0.415402567
0.825,0.6375,0.2375,6,0.38372093
1.3625,1.1,0.3375,10,0.467065868
0.775,0.5625,0.2,7,0.401486989
1.6625,1.2875,0.4125,8,0.448213641
1.375,1.1625,0.375,14,0.330406654
1.625,1.25,0.425,11,0.494126023
0.75,0.6,0.225,6,0.450310559
1.2125,0.9375,0.3125,8,0.445729537
1.5625,1.2,0.5,9,0.4590102
1.4125,1.1,0.4375,20,0.35026738
1.425,1.1,0.4375,9,0.404142326
1.6375,1.275,0.4375,10,0.515279879
1.4625,1.0375,0.3875,12,0.429491768
0.975,0.7,0.225,8,0.393023256
1.55,1.175,0.3875,11,0.462732919
1.2125,0.9,0.325,10,0.479224377
1.4875,1.25,0.4125,11,0.379245283
1.325,1.025,0.4125,11,0.258196721
1.575,1.225,0.45,12,0.405309735
1.575,1.175,0.3875,8,0.5200883
1.425,1.125,0.35,9,0.425786164
1.625,1.25,0.4,9,0.507775769
0.9125,0.65,0.2875,9,0.428899083
1.5375,1.25,0.4125,10,0.452147702
0.775,0.6125,0.2375,7,0.35
1.575,1.25,0.4,14,0.40204918
0.6875,0.5,0.1625,7,0.458937198
1.4375,1.15,0.4,9,0.487760653
1.15,0.9375,0.35,9,0.376101861
1.5375,1.175,0.4,10,0.464864865
1.3625,1.1,0.4125,15,0.386424731
0.775,0.6,0.225,7,0.41580756
1.3125,0.9625,0.25,8,0.480938416
1.2,0.8875,0.3125,9,0.482793522
1.65,1.2625,0.4125,10,0.4286754
0.9,0.6625,0.1875,7,0.449864499
1.8625,1.4125,0.5375,11,0.464008286
0.6375,0.45,0.1375,4,0.373493976
1.5625,1.3125,0.4875,13,0.333210059
0.8625,0.675,0.225,9,0.4
1.475,1.1625,0.35,7,0.448852772
1.2625,0.9625,0.2875,10,0.435233161
1.1875,0.9125,0.2875,7,0.473856209
1.1125,0.875,0.35,14,0.342929721
1.4125,1.1125,0.35,9,0.485645933
1.5125,1.2125,0.4125,19,0.43047996
0.825,0.575,0.2,7,0.403571429
1.35,1.0375,0.275,10,0.445072698
1.0375,0.8,0.2875,7,0.399014778
1.3375,1.0875,0.375,9,0.371034483
1.75,1.4625,0.4625,29,0.390318119
1.225,0.9125,0.3625,10,0.314420804
1.375,1.0125,0.375,10,0.446336047
1.475,1.25,0.5,16,0.347093513
1.7625,1.425,0.45,12,0.625610948
1.375,1.0625,0.3375,9,0.455167693
1.75,1.3125,0.475,9,0.518979654
1.25,0.95,0.3875,12,0.411235955
1.7125,1.4125,0.4375,11,0.474664225
1.625,1.2375,0.4375,11,0.430317848
1.375,1.0875,0.4,13,0.377483444
1.5,1.125,0.3625,9,0.493158495
1.1875,0.9375,0.275,8,0.427125506
1.55,1.2,0.4125,10,0.525925926
1.35,1.05,0.35,10,0.468867217
1.1,0.875,0.3125,9,0.433705081
0.8375,0.65,0.2125,6,0.505208333
0.85,0.6625,0.175,7,0.337837838
1.1,0.85,0.325,10,0.364719905
1.0375,0.8125,0.25,7,0.489817792
1.1625,0.9125,0.2875,7,0.495717345
1.3,1,0.3625,9,0.453960077
1.5375,1.2,0.4625,10,0.408439164
1.7125,1.3,0.375,13,0.345122859
1.5,1.25,0.4,10,0.454099822
1.3125,1,0.3125,8,0.430592396
1.2125,0.9125,0.3,9,0.458793543
1.15,0.9,0.2875,8,0.442691903
1.925,1.55,0.4875,12,0.443450606
1.6,1.2,0.4875,9,0.429820726
1.55,1.175,0.3375,8,0.521333987
1.6,1.2625,0.4375,9,0.469093667
1.2875,1,0.2875,9,0.330449827
1.625,1.2375,0.45,14,0.44645845
0.7875,0.575,0.175,8,0.368055556
0.875,0.6375,0.2,9,0.417754569
1.1625,0.9,0.2625,9,0.399071926
1.1875,0.9375,0.35,13,0.383233533
1.2125,0.9125,0.35,14,0.418886199
1.4125,1.1125,0.3625,9,0.469475959
1.3,1.0625,0.3125,8,0.470886076
1.15,0.8625,0.275,7,0.511425462
1.175,0.9125,0.3,8,0.498281787
1.5125,1.2125,0.375,11,0.510096931
1.1,0.8,0.3,8,0.533406353
1.225,0.95,0.3625,10,0.370260223
1.525,1.1875,0.375,11,0.466546924
1.7,1.35,0.475,12,0.44146642
1.775,1.4375,0.5375,11,0.492533599
1.625,1.2375,0.3875,9,0.459985041
1.475,1.0875,0.4125,9,0.463389657
1.3125,0.95,0.35,14,0.319868096
1.625,1.275,0.3875,9,0.512793177
1.325,0.9625,0.3125,10,0.431665422
1.475,1.1875,0.35,10,0.473387922
1.3125,1,0.3375,10,0.445378151
1.25,0.9875,0.3625,8,0.422123331
1.45,1.15,0.325,13,0.38762215
1.3875,1.05,0.35,13,0.380184332
1.45,1.15,0.4375,9,0.557939914
0.975,0.725,0.225,8,0.491803279
0.925,0.7,0.2375,7,0.52530541
1.675,1.35,0.5,9,0.440753425
1.8,1.45,0.475,13,0.476657888
1.6125,1.2,0.425,10,0.465403261
1.1875,0.9,0.35,8,0.46932814
0.725,0.5125,0.175,8,0.369230769
1.275,0.9625,0.375,8,0.4952
1.2875,1.0125,0.3625,15,0.309352518
1.8,1.375,0.5125,13,0.539058824
1,0.8,0.275,8,0.398016997
1.5625,1.1125,0.4,11,0.422018349
1.675,1.325,0.5625,11,0.403458213
0.9625,0.725,0.2125,8,0.447105788
0.925,0.7,0.275,10,0.409978308
1.525,1.175,0.4,12,0.418879056
1.2625,0.9875,0.2625,8,0.450090744
1.3,1.0125,0.3625,15,0.42641737
0.5,0.3625,0.15,4,0.337837838
1.5125,1.15,0.425,13,0.309269162
1.325,1.0125,0.3125,7,0.416730622
1.6375,1.25,0.5125,11,0.406740838
1.3,1.025,0.3125,10,0.421617752
1.925,1.5,0.5375,10,0.479152427
1.225,1,0.3375,8,0.486378205
1.6125,1.2625,0.4125,8,0.477486911
1.575,1.225,0.375,9,0.488916771
1.375,1.075,0.35,9,0.359495445
1.125,0.825,0.275,6,0.434192673
1.5875,1.2125,0.475,11,0.460588449
1.4875,1.1625,0.3625,10,0.430546826
1.5,1.2,0.4125,10,0.399735566
1.75,1.4375,0.5125,13,0.341229554
1.625,1.3125,0.4625,10,0.409679408
1.0375,0.8125,0.2875,9,0.406657019
1.1125,0.825,0.2625,9,0.397790055
1.7625,1.4,0.55,14,0.412670369
1.5375,1.225,0.425,13,0.429257642
1.85,1.4375,0.55,12,0.443091451
1.1,0.8125,0.2,8,0.348668281
1.4625,1.1625,0.3875,9,0.498086386
0.625,0.4625,0.1625,5,0.430656934
1.2,0.95,0.3,8,0.444901316
1.5625,1.225,0.5,11,0.426401447
1.575,1.2,0.3625,12,0.418685121
1.25,0.9625,0.3,8,0.50625
1.575,1.1625,0.375,11,0.413475521
1.2375,0.925,0.3125,8,0.440084836
1.5125,1.2,0.425,10,0.491761724
1.525,1.175,0.4875,12,0.368276404
1.375,1,0.3375,9,0.462343096
1.3125,1.025,0.325,9,0.499636364
1.6875,1.3125,0.3875,9,0.424754819
1.4125,1.0875,0.4625,20,0.343023256
1.7125,1.3375,0.4375,11,0.444832402
1.3,1.0625,0.4125,16,0.40060698
1.5,1.125,0.4,10,0.471978984
1.6625,1.25,0.4375,21,0.341561424
1.1875,1,0.2875,13,0.343807763
1.8375,1.475,0.5625,21,0.362756264
1.3,1.125,0.375,14,0.403910615
0.925,0.725,0.25,10,0.41
1.275,0.9375,0.375,10,0.456922163
1.4375,1.0875,0.375,8,0.446870451
1.175,0.975,0.375,9,0.343823761
1.6125,1.275,0.4875,10,0.480016313
1.475,1.175,0.3875,9,0.532168726
1.1,0.825,0.3375,6,0.398046398
0.6375,0.475,0.15,5,0.465116279
1.65,1.275,0.4375,11,0.415024631
0.8625,0.6375,0.2,10,0.355029586
0.9875,0.7375,0.2375,8,0.422018349
1.6375,1.3,0.4375,13,0.426290761
1.375,1.0125,0.35,10,0.304049844
1.625,1.3,0.3875,9,0.452119883
1.6875,1.3875,0.5,21,0.378866875
1.6,1.2625,0.3875,10,0.502673797
1.3625,1.025,0.3125,10,0.45030581
1.6625,1.3,0.4125,11,0.432040272
1.7125,1.325,0.425,10,0.488910957
1.2375,0.9375,0.3,8,0.464983713
1.35,1.025,0.3625,19,0.28463094
1.25,0.9,0.3,8,0.427107062
1.2125,0.9625,0.325,7,0.441021127
1.4875,1.175,0.3875,11,0.402765388
1.175,0.8875,0.3,8,0.424936387
1.275,0.9375,0.275,7,0.493540052
1.7125,1.3375,0.4375,9,0.452824235
1.5375,1.15,0.425,10,0.455750118
1.3125,1.075,0.4125,10,0.40306834
0.675,0.4875,0.175,8,0.441176471
0.975,0.725,0.25,7,0.426966292
1.25,1.1,0.3875,14,0.272911051
1.275,0.9875,0.3625,12,0.349232013
1.65,1.3125,0.5,10,0.407320349
1.65,1.3,0.45,19,0.347424042
1.1,0.7625,0.2875,9,0.427440633
1.3,1.1625,0.375,8,0.479747501
1.425,1.125,0.3625,10,0.376165113
1.65,1.2875,0.425,10,0.459985041
1.175,0.9125,0.3,8,0.534313725
1.525,1.2,0.4375,15,0.366276347
1.275,1.0125,0.3125,7,0.472202166
0.725,0.5625,0.1875,9,0.467105263
1.7,1.45,0.5,19,0.327364298
1.275,1.025,0.3625,8,0.485552764
1.5625,1.2,0.3875,12,0.487328625
0.8875,0.6875,0.2125,8,0.418181818
1.725,1.3375,0.4625,11,0.436473165
0.8375,0.65,0.1875,6,0.388636364
1.075,0.8375,0.2625,6,0.497354497
0.3375,0.325,0.1,4,0.431034483
1.5875,1.3125,0.5125,20,0.370619946
1.6375,1.2875,0.425,11,0.555664702
1.725,1.35,0.3875,9,0.429160935
1.5375,1.125,0.375,7,0.59015025
1.2,0.925,0.3125,9,0.448942042
0.6125,0.45,0.1625,4,0.422535211
1.3875,1.0625,0.325,8,0.4375
1.2375,1,0.3875,6,0.29004329
1.325,1.0375,0.2875,11,0.393913779
1.175,0.8875,0.325,14,0.366880146
1.35,1.0875,0.35,9,0.449285228
1.1,0.8,0.2375,8,0.45648855
1.4,1.1,0.325,10,0.293761357
1,0.725,0.2875,9,0.398926655
0.9875,0.775,0.2375,7,0.418530351
0.9625,0.75,0.2875,6,0.478893741
1.5,1.2375,0.4375,11,0.476355248
1.175,0.8625,0.2875,11,0.410440123
1.575,1.2375,0.4375,11,0.476565577
0.85,0.6375,0.2125,6,0.475490196
1.05,0.8,0.25,8,0.513235294
1.3625,1,0.35,9,0.473007712
1.775,1.35,0.4125,18,0.391271057
0.7125,0.5625,0.175,7,0.422885572
1.025,0.775,0.225,6,0.490254873
1.5,1.1875,0.375,11,0.477043159
1.1875,0.8875,0.3125,9,0.442959918
1.0125,0.7625,0.25,7,0.356088561
1.825,1.375,0.5125,14,0.283805031
1.375,1.0625,0.375,9,0.420970266
1.2125,0.975,0.3,8,0.41903172
1.3875,1.0625,0.3625,9,0.440860215
1.6375,1.275,0.4375,10,0.41590106
0.9,0.675,0.225,6,0.373033708
1.8375,1.4625,0.4625,11,0.448210923
1.175,0.9,0.3625,15,0.32122905
1.075,0.8375,0.3,13,0.349099099
1.4875,1.175,0.3375,10,0.463427656
0.825,0.5125,0.2375,5,0.482758621
1.3875,1.1125,0.325,9,0.489855072
0.925,0.7,0.2375,7,0.459510358
0.625,0.45,0.1625,4,0.428571429
1.5,1.1875,0.375,15,0.439205955
1.6,1.3,0.4375,12,0.340144231
1.525,1.2375,0.4625,12,0.334235453
1.25,0.95,0.275,9,0.49955397
1.325,1.075,0.3375,10,0.3185438
1.1,0.8375,0.275,7,0.45045045
1.8125,1.4375,0.6,13,0.611312217
1.7125,1.275,0.45,9,0.434169818
1.5375,1.1875,0.3875,9,0.435248296
1.675,1.3625,0.5,11,0.48928047
1.425,1.075,0.4,9,0.477805179
1.25,0.975,0.325,15,0.394177813
1.0375,0.825,0.25,7,0.492957746
1.4125,1.2625,0.525,12,0.392479436
1.375,1.0625,0.3625,10,0.485955056
0.85,0.65,0.225,6,0.424581006
1.5375,1.1875,0.375,9,0.458795181
1.5125,1.1125,0.35,12,0.437372709
1.4625,1.125,0.425,22,0.382843984
1.4375,1.1375,0.45,13,0.353665689
